Gender,Age,Height,Weight,BMI
Male,34,69.34865,129.4727,정상
Male,22,69.39296,141.9344,정상
Male,19,63.75403,108.9765,정상
Female,23,67.96208,118.2419,저체중
Female,26,70.15448,141.4635,정상
Male,18,70.04724,136.5986,정상
Male,22,66.06389,105.223,저체중
Female,25,71.07997,127.8639,저체중
Female,32,66.6113,134.331,정상
Male,35,66.86237,140.5931,정상
Male,23,70.25969,127.8158,저체중
Female,23,65.89945,110.9553,저체중
Male,33,68.29227,112.17,저체중
Female,34,64.95871,117.7368,정상
Male,20,67.1086,133.5058,정상
Male,23,67.39014,119.9727,정상
Female,25,64.25871,115.9128,정상
Male,35,69.27316,131.0059,정상
Male,21,67.87387,121.2352,정상
Female,35,65.53554,121.5301,정상
Male,27,71.08776,130.4852,저체중
Female,31,67.36554,127.386,정상
Female,21,65.41184,115.7506,정상
Female,28,68.03292,127.3987,정상
Male,27,66.72356,134.9064,정상
Male,32,68.02466,131.4015,정상
Male,31,67.36662,117.1467,저체중
Female,23,68.93518,116.5689,저체중
Male,23,68.578,127.307,정상
Female,33,64.74187,115.184,정상
Female,20,66.2743,114.0988,저체중
Female,31,69.71458,131.5924,정상
Female,31,68.54427,137.3566,정상
Male,28,71.35055,135.1059,정상
Female,18,67.21472,137.3314,정상
Female,26,65.09449,113.229,정상
Female,28,67.50111,111.4446,저체중
Female,34,70.80356,138.282,정상
Female,28,66.74779,126.8547,정상
Female,31,67.30525,135.6227,정상
Female,33,69.16712,128.8532,정상
Male,25,69.35292,139.9225,정상
Female,35,64.91373,101.2648,저체중
Female,29,67.68617,132.6457,정상
Male,23,69.23168,133.9763,정상
Male,19,67.53083,138.6939,정상
Male,25,73.47519,156.5556,정상
Female,33,68.0664,128.1673,정상
Male,32,65.82069,125.261,정상
Male,34,69.01169,132.9188,정상
Male,26,69.72285,134.5923,정상
Female,22,70.52947,114.1222,저체중
Male,30,67.2635,114.8907,저체중
Female,28,69.0027,132.8863,정상
Female,24,67.91407,133.1336,정상
Male,35,66.94962,137.487,정상
Female,21,68.04101,118.2847,저체중
Female,23,71.93262,133.1505,저체중
Female,22,68.266,127.4658,정상
Female,26,67.22047,133.3136,정상
Female,35,70.82076,151.6654,정상
Male,23,67.97316,131.4318,정상
Female,24,67.86163,116.9394,저체중
Male,33,66.75865,130.2682,정상
Male,22,68.68619,122.1336,저체중
Male,19,68.55174,118.5602,저체중
Male,32,70.64074,136.0448,정상
Male,22,64.54667,101.3587,저체중
Female,32,70.20971,139.6653,정상
Male,21,65.24926,122.592,정상
Female,24,70.56077,142.8022,정상
Female,26,70.2161,119.6591,저체중
Male,22,69.26794,130.0904,정상
Female,23,68.71495,142.531,정상
Male,18,69.83226,150.4973,정상
Male,35,67.95044,125.4476,정상
Female,28,66.69106,132.6528,정상
Female,30,66.69388,109.0486,저체중
Female,24,68.85787,108.4688,저체중
Male,30,66.75904,113.7091,저체중
Female,21,69.47691,125.2285,저체중
Female,35,69.16535,135.7451,정상
Female,21,66.17003,125.3914,정상
Female,21,65.52416,120.5974,정상
Female,27,65.51245,124.223,정상
Female,31,67.09453,131.6406,정상
Male,27,70.25624,130.8484,정상
Male,26,66.23165,123.4666,정상
Female,21,68.47727,125.3201,정상
Female,30,69.71255,135.4164,정상
Female,33,67.91161,135.2628,정상
Male,32,66.40266,127.9538,정상
Female,34,67.8244,117.6057,저체중
Female,18,66.18945,120.9807,정상
Female,19,67.43176,122.2844,정상
Male,33,69.20081,120.9584,저체중
Female,32,66.10694,124.0101,정상
Male,21,65.78863,113.8094,저체중
Male,33,70.78459,145.5794,정상
Male,24,68.58712,124.2324,정상
Female,35,68.57242,106.2736,저체중
Male,34,66.9078,114.6637,저체중
Female,33,68.24046,116.8464,저체중
Female,29,70.33099,137.315,정상
Male,23,66.34712,121.422,정상
Male,25,69.51991,139.1533,정상
Male,25,68.24002,138.3138,정상
Female,22,68.81582,128.7253,정상
Male,32,67.46373,140.8966,정상
Female,31,68.39019,144.1242,정상
Male,25,66.67797,128.4131,정상
Female,27,68.80968,126.858,정상
Female,26,69.4337,131.1752,정상
Male,23,66.65083,125.386,정상
Male,25,66.85582,122.8987,정상
Male,26,68.77332,146.0516,정상
Male,30,64.63102,113.7093,정상
Male,20,68.71508,143.0982,정상
Male,19,68.75348,133.4762,정상
Male,29,66.51489,113.0104,저체중
Male,29,68.37401,106.2333,저체중
Male,28,62.34907,92.08858,저체중
Female,29,68.92916,129.1092,정상
Female,35,71.68363,129.1334,저체중
Male,19,66.322,110.1751,저체중
Female,24,69.50661,131.645,정상
Male,23,67.40328,139.6598,정상
Female,24,67.19077,112.4249,저체중
Female,31,67.19175,135.4273,정상
Male,35,69.88968,135.0597,정상
Male,31,67.71483,131.9399,정상
Male,18,69.1943,123.0009,저체중
Female,33,68.43015,126.813,정상
Female,29,71.52141,135.1442,정상
Female,21,66.03545,124.7625,정상
Male,20,66.75322,110.7626,저체중
Male,23,67.97544,132.68,정상
Male,33,70.43693,148.038,정상
Female,29,66.97159,129.2555,정상
Female,22,64.39987,122.562,정상
Male,28,67.69987,128.6123,정상
Female,22,68.06251,125.5895,정상
Male,19,69.63558,124.3082,저체중
Female,35,67.44679,116.4591,저체중
Male,26,65.89161,115.974,정상
Female,18,69.51355,124.6651,저체중
Female,20,63.64185,117.6007,정상
Female,28,66.78862,117.3315,저체중
Female,26,67.36831,144.5431,정상
Male,33,64.77625,146.0965,정상
Female,32,69.18543,122.701,저체중
Male,20,66.26194,118.7813,정상
Female,30,68.65178,121.752,저체중
Female,20,69.14357,161.7266,정상
Male,19,68.66398,123.2472,저체중
Male,31,70.5741,132.7715,정상
Male,33,67.54965,126.7619,정상
Female,25,68.71849,130.7257,정상
Male,23,67.01063,120.9484,정상
Female,21,67.36634,127.3686,정상
Male,18,68.16669,147.874,정상
Female,22,69.81134,141.3724,정상
Female,32,66.73085,115.7089,저체중
Female,30,65.96768,114.223,저체중
Female,33,66.26164,125.0622,정상
Male,23,70.12583,124.0039,저체중
Female,29,66.31984,120.267,정상
Male,34,68.89732,124.8329,저체중
Female,22,69.22677,128.9729,정상
Female,27,71.16343,143.5928,정상
Female,31,64.12514,134.7727,정상
Female,29,71.17117,152.651,정상
Female,19,66.91345,120.0058,정상
Male,35,66.64158,118.8403,정상
Male,32,66.52425,123.8263,정상
Female,22,70.46871,145.1333,정상
Male,30,65.93944,122.5218,정상
Female,21,66.70213,133.2482,정상
Male,25,64.60008,113.2583,정상
Male,31,67.22989,124.304,정상
Male,26,67.76131,140.08,정상
Female,23,65.63379,111.9369,저체중
Female,33,69.74489,135.7224,정상
Male,18,69.74892,125.5452,저체중
Female,18,66.1265,121.3924,정상
Female,35,69.56993,134.1461,정상
Female,25,69.4781,129.5945,정상
Female,29,69.251,135.8543,정상
Female,29,65.88081,116.0534,정상
Female,35,65.85276,117.3475,정상
Female,22,69.53098,138.892,정상
Male,23,67.702,119.1475,저체중
Female,18,66.31858,132.1847,정상
Female,27,65.68324,111.7099,저체중
Male,35,66.8561,142.4656,정상
Female,34,69.0744,120.1102,저체중
Male,25,66.66269,110.537,저체중
Female,25,66.5834,127.299,정상
Female,20,67.70926,132.0492,정상
Male,21,68.19135,116.3223,저체중
Male,25,66.85165,117.069,저체중
Female,32,68.99365,124.2528,저체중
Male,26,68.96601,130.3402,정상
Female,26,70.93465,137.3957,정상
Male,31,69.53833,133.2753,정상
Female,29,66.13819,107.2152,저체중
Female,19,66.02829,110.0063,저체중
Female,18,70.24533,149.8284,정상
Male,21,67.86194,117.9091,저체중
Male,31,67.23322,126.0349,정상
Male,20,67.50164,113.9574,저체중
Female,35,71.23342,140.2096,정상
Male,35,69.88821,151.7165,정상
Female,31,67.85973,117.4995,저체중
Male,28,69.22897,129.2885,정상
Male,18,65.35526,120.6695,정상
Male,30,65.52588,112.762,저체중
Female,33,70.8509,130.0362,저체중
Male,29,65.17021,111.9882,정상
Female,19,65.35895,107.5214,저체중
Male,19,64.77466,127.5588,정상
Male,19,65.07433,119.1591,정상
Male,25,66.32264,109.9997,저체중
Female,34,70.25829,129.6662,저체중
Female,29,68.46057,135.197,정상
Male,33,67.32406,133.8561,정상
Male,27,69.53655,132.6168,정상
Female,34,66.72552,111.4197,저체중
Female,30,69.04313,109.6263,저체중
Female,33,67.63395,123.3522,정상
Female,19,67.68225,130.9284,정상
Male,19,67.20527,132.5174,정상
Male,23,68.57727,113.3802,저체중
Female,28,69.81593,124.0074,저체중
Female,32,67.27727,111.7334,저체중
Male,30,70.77213,140.6956,정상
Male,30,64.39879,112.6936,정상
Female,20,67.32911,119.5627,정상
Female,23,68.56564,137.7463,정상
Male,25,70.12937,128.2247,저체중
Male,24,70.50405,111.7906,저체중
Male,31,67.69242,135.8347,정상
Female,34,66.15337,123.5173,정상
Female,23,67.04967,121.4366,정상
Female,28,67.14891,132.7812,정상
Female,19,68.06454,131.8433,정상
Female,22,66.40213,141.9992,정상
Male,24,68.74408,123.0744,저체중
Male,25,68.28835,129.5032,정상
Male,23,68.49705,148.1317,정상
Male,19,69.61735,131.6342,정상
Female,25,65.46622,118.5369,정상
Female,19,68.4357,102.342,저체중
Male,32,66.21604,118.1429,정상
Female,35,71.1547,137.0264,정상
Male,25,65.50148,106.2971,저체중
Male,34,70.46899,140.2618,정상
Male,26,67.60018,123,정상
Male,21,69.30591,123.2186,저체중
Male,32,65.67069,122.2368,정상
Female,23,67.36778,117.442,저체중
Female,23,68.47589,137.8969,정상
Male,33,69.72743,134.3279,정상
Male,23,68.84393,117.6781,저체중
Male,32,69.19121,129.7261,정상
Male,27,68.51219,133.2155,정상
Male,26,66.30328,113.0214,저체중
Male,22,72.1518,124.9451,저체중
Male,19,68.31371,128.7378,정상
Female,20,66.21908,99.78213,저체중
Male,21,64.60633,120.786,정상
Male,19,70.23266,127.1388,저체중
Female,22,68.73753,144.4456,정상
Male,25,69.49503,132.1904,정상
Female,33,67.25261,137.7559,정상
Male,20,71.46246,141.305,정상
Female,18,67.7491,139.5633,정상
Female,21,68.80025,128.2314,정상
Male,18,66.8725,119.1075,정상
Male,34,68.4765,120.8274,저체중
Male,18,64.86316,116.4621,정상
Male,24,67.91753,139.5891,정상
Male,28,67.84233,138.0376,정상
Female,21,69.38148,124.8913,저체중
Male,27,66.94613,127.2921,정상
Male,35,67.45924,117.4689,저체중
Female,23,69.99586,132.8246,정상
Male,23,67.45856,123.6045,정상
Female,30,64.09151,138.3749,정상
Female,35,66.37835,122.9717,정상
Male,33,70.12316,122.3759,저체중
Male,28,67.34219,121.3154,정상
Female,26,70.14728,136.3431,정상
Female,19,69.0379,123.907,저체중
Female,29,67.0297,107.5287,저체중
Female,24,64.85652,130.1924,정상
Male,18,65.94007,109.5656,저체중
Female,27,64.69116,115.9239,정상
Female,20,62.53019,109.5766,정상
Female,18,67.78541,124.236,정상
Female,24,68.27657,133.3359,정상
Female,27,65.93553,118.4802,정상
Female,20,67.48252,120.3425,정상
Female,26,67.80949,131.0862,정상
Female,34,70.04498,129.9862,정상
Male,20,66.0988,121.7657,정상
Female,33,67.87462,145.1821,정상
Female,30,65.04519,134.0519,정상
Male,22,64.96125,105.489,저체중
Female,32,64.82767,112.1873,정상
Male,25,70.08844,137.1698,정상
Female,27,70.70944,142.7307,정상
Male,24,66.80032,123.4484,정상
Male,28,67.14141,120.8645,정상
Female,31,67.04259,135.9558,정상
Female,22,68.48662,148.4587,정상
Female,21,72.31757,144.881,정상
Female,25,66.47968,139.3578,정상
Female,18,66.82557,109.1264,저체중
Male,31,70.06934,135.3785,정상
Female,31,67.217,113.8089,저체중
Male,26,67.12457,148.5183,정상
Male,28,68.4131,144.8827,정상
Male,20,66.02919,114.9248,정상
Female,35,66.84654,114.9225,저체중
Male,32,68.94666,122.8046,저체중
Female,33,68.91853,133.5443,정상
Male,35,65.5914,131.9386,정상
Male,21,65.51261,120.6623,정상
Male,32,69.27083,145.653,정상
Male,28,69.57316,130.7801,정상
Female,21,67.86325,118.8413,저체중
Male,29,72.33364,133.6214,저체중
Female,25,67.21175,104.1953,저체중
Female,32,68.83481,117.464,저체중
Female,25,68.46136,145.8766,정상
Female,25,68.1713,135.6227,정상
Female,30,69.69391,129.1389,정상
Male,26,67.12571,149.7706,정상
Male,34,70.36279,134.1039,정상
Male,29,71.4732,143.9365,정상
Female,21,68.51565,132.4801,정상
Female,21,70.06817,149.4329,정상
Female,24,68.04516,132.5979,정상
Female,26,67.47227,133.6407,정상
Male,30,70.56501,147.4583,정상
Female,33,67.64197,100.025,저체중
Female,27,72.23026,140.2179,정상
Male,23,67.45255,120.8849,정상
Female,33,66.97768,109.3834,저체중
Male,22,67.28894,136.1833,정상
Male,26,66.02667,115.1345,정상
Female,30,64.15728,130.0889,정상
Female,27,67.78574,131.8054,정상
Male,27,71.05897,125.119,저체중
Female,35,68.55136,149.0059,정상
Male,32,71.11228,129.2335,저체중
Male,27,65.22518,120.5247,정상
Female,26,67.13777,123.2162,정상
Female,35,67.98084,117.4022,저체중
Female,22,67.45039,106.9632,저체중
Female,32,67.58732,119.6435,저체중
Male,23,67.40106,134.1122,정상
Female,29,69.75732,129.9282,정상
Male,35,67.78374,130.1554,정상
Female,23,65.01631,106.8729,저체중
Female,28,68.98708,126.6898,정상
Female,33,67.84236,115.7457,저체중
Male,34,70.91418,130.1665,저체중
Male,32,68.44803,110.8115,저체중
Female,25,63.23903,119.8366,정상
Male,34,66.75371,113.1127,저체중
Male,33,66.13148,118.4705,정상
Male,31,66.57052,135.6863,정상
Male,33,68.43743,111.4731,저체중
Male,26,68.12826,129.3106,정상
Female,31,65.66194,116.9965,정상
Male,18,68.64587,128.6098,정상
Male,18,67.01908,137.8634,정상
Male,22,66.3869,135.486,정상
Male,22,67.43419,112.9047,저체중
Female,35,67.0218,143.1287,정상
Male,24,70.98964,136.9279,정상
Male,32,64.47574,113.9935,정상
Female,29,66.48783,121.2945,정상
Male,22,68.28864,130.4347,정상
Female,30,66.11987,133.8865,정상
Female,30,68.73539,153.3002,정상
Male,27,67.61776,123.3522,정상
Female,31,65.99257,105.2183,저체중
Female,31,71.79273,144.2173,정상
Female,25,69.76151,155.9849,정상
Female,24,67.65103,111.6875,저체중
Female,31,64.82727,125.8154,정상
Male,21,68.38678,121.5078,저체중
Female,20,68.35981,129.6506,정상
Male,18,67.56773,116.2672,저체중
Female,27,67.70372,125.3254,정상
Female,35,70.42781,165.7172,정상
Male,20,66.27416,133.3637,정상
Female,21,68.61263,145.4779,정상
Female,22,69.9746,135.8348,정상
Female,30,69.38629,130.2342,정상
Female,25,63.38805,114.0297,정상
Female,19,68.40181,117.6173,저체중
Male,20,65.89607,123.5651,정상
Male,31,66.25442,124.9826,정상
Female,31,68.43563,131.054,정상
Male,26,68.43069,152.1767,정상
Female,34,67.44333,118.6275,저체중
Male,34,68.75899,112.2566,저체중
Female,31,65.87903,127.7575,정상
Male,33,67.3794,120.4361,정상
Male,35,67.20197,104.816,저체중
Male,21,71.72566,119.2446,저체중
Female,31,68.326,125.8377,정상
Female,27,69.07214,131.3704,정상
Female,21,70.39663,125.35,저체중
Female,26,68.46942,118.3351,저체중
Female,21,70.75069,129.7989,저체중
Male,26,68.25077,126.6471,정상
Male,34,69.4218,129.0352,정상
Female,33,67.75693,134.8437,정상
Female,19,68.78237,150.5262,정상
Female,27,68.93468,132.4508,정상
Female,25,64.36411,131.0136,정상
Male,23,69.45069,151.8922,정상
Male,28,68.70335,122.5303,저체중
Female,33,69.17716,127.2585,정상
Female,33,73.32701,147.9296,정상
Female,18,69.01245,108.8242,저체중
Female,34,65.2012,127.7629,정상
Male,19,67.65215,130.3,정상
Female,24,68.59028,124.4653,정상
Male,34,70.1527,159.2435,정상
Female,26,70.35282,130.4261,정상
Female,24,67.14863,144.1876,정상
Male,34,72.11654,136.8595,정상
Male,35,64.54112,105.9232,저체중
Female,27,68.94058,131.888,정상
Female,21,68.18651,129.5985,정상
Male,26,72.69199,121.7006,저체중
Male,33,68.2263,128.3129,정상
Male,22,70.40403,130.5713,정상
Female,24,65.32887,126.0176,정상
Male,19,65.29057,109.782,저체중
Female,30,65.58939,109.7956,저체중
Male,28,65.28916,128.021,정상
Male,19,69.91649,132.3785,정상
Female,31,66.59848,127.7981,정상
Female,21,69.24885,133.7892,정상
Male,35,68.81944,124.2264,저체중
Male,27,68.79688,122.0913,저체중
Male,34,67.19139,127.5538,정상
Female,29,68.40568,142.3945,정상
Female,34,70.58364,135.3762,정상
Male,23,68.401,143.1102,정상
Female,32,70.95629,139.016,정상
Male,24,69.85706,120.7675,저체중
Male,23,65.61593,129.3528,정상
Female,18,65.39064,96.54815,저체중
Female,20,67.95175,128.2412,정상
Female,26,70.05209,123.2307,저체중
Female,30,68.18199,134.9267,정상
Male,20,68.79938,116.6928,저체중
Female,31,67.36607,118.689,저체중
Male,24,70.62204,125.7371,저체중
Male,34,71.7953,158.2326,정상
Female,25,66.53015,117.0002,정상
Male,32,65.09768,134.3973,정상
Male,23,64.76077,128.8129,정상
Male,26,69.03578,130.8927,정상
Male,23,65.44403,109.9232,저체중
Male,30,66.15236,110.353,저체중
Male,21,69.55012,138.8793,정상
Female,33,64.92792,116.1101,정상
Male,18,67.75727,122.6048,정상
Female,32,69.05062,143.6487,정상
Male,30,64.93136,94.59876,저체중
Male,24,70.18691,130.8536,정상
Male,32,67.72971,148.7955,정상
Male,24,67.32869,130.6884,정상
Female,22,69.70995,151.1615,정상
Male,24,71.38761,144.922,정상
Female,29,67.33116,132.6171,정상
Male,30,68.52212,120.6801,저체중
Male,30,70.20145,117.236,저체중
Female,27,66.58931,117.0805,정상
Female,19,69.02084,131.2609,정상
Female,33,68.78726,123.945,저체중
Male,27,69.06258,120.0654,저체중
Female,30,70.13521,126.9799,저체중
Male,28,69.71943,136.3826,정상
Female,19,69.37398,131.2544,정상
