연월일시,pm10,pm2.5,오존,이산화질소,일산화탄소,아황산가스
2022-04-14:16,12,6,0.038,0.014,0.3,0.004
2022-04-14:15,13,4,0.037,0.015,0.3,0.003
2022-04-14:14,9,4,0.042,0.01,0.3,0.002
2022-04-14:13,12,3,0.04,0.011,0.3,0.003
2022-04-14:12,9,2,0.04,0.01,0.3,0.002
2022-04-14:11,8,4,0.037,0.012,0.3,0.002
2022-04-14:10,7,2,0.032,0.015,0.3,0.002
2022-04-14:09,9,4,0.034,0.012,0.3,0.002
2022-04-14:08,8,3,0.036,0.012,0.3,0.003
2022-04-14:07,8,3,0.036,0.012,0.3,0.002
2022-04-14:06,6,3,0.041,0.008,0.3,0.002
2022-04-14:05,7,3,0.042,0.006,0.3,0.002
2022-04-14:04,6,3,0.04,0.007,0.3,0.002
2022-04-14:03,6,2,0.04,0.007,0.3,0.002
2022-04-14:02,7,3,0.039,0.008,0.3,0.002
2022-04-14:01,8,4,0.04,0.007,0.3,0.002
2022-04-13:24,8,3,0.041,0.007,0.3,0.003
2022-04-13:23,10,5,0.04,0.008,0.3,0.003
2022-04-13:22,9,3,0.04,0.008,0.3,0.002
2022-04-13:21,12,8,0.037,0.009,0.3,0.003
2022-04-13:20,11,7,0.034,0.011,0.4,0.002
2022-04-13:19,10,5,0.034,0.012,0.4,0.002
2022-04-13:18,9,3,0.033,0.014,0.4,0.002
2022-04-13:17,9,1,0.028,0.019,0.4,0.002
2022-04-13:16,12,2,0.032,0.016,0.3,0.002
2022-04-13:15,18,1,0.035,0.013,0.3,0.002
2022-04-13:14,11,2,0.033,0.014,0.3,0.002
2022-04-13:13,6,1,0.029,0.014,0.4,0.002
2022-04-13:12,5,1,0.03,0.013,0.3,0.002
2022-04-13:11,6,1,0.029,0.013,0.3,0.002
2022-04-13:10,3,1,0.028,0.014,0.3,0.002
2022-04-13:09,3,1,0.023,0.015,0.4,0.003
2022-04-13:08,3,1,0.025,0.014,0.3,0.003
2022-04-13:07,3,2,0.024,0.012,0.3,0.003
2022-04-13:06,7,4,0.027,0.008,0.3,0.002
2022-04-13:05,23,17,0.026,0.008,0.3,0.002
2022-04-13:04,29,21,0.024,0.009,0.3,0.003
2022-04-13:03,36,27,0.025,0.011,0.3,0.003
2022-04-13:02,29,23,0.026,0.013,0.3,0.002
2022-04-13:01,31,20,0.028,0.014,0.3,0.003
2022-04-12:24,23,16,0.034,0.013,0.3,0.002
2022-04-12:23,18,13,0.027,0.015,0.3,0.002
2022-04-12:22,17,11,0.019,0.02,0.4,0.002
2022-04-12:21,17,10,0.024,0.016,0.3,0.003
2022-04-12:20,15,9,0.028,0.011,0.3,0.003
2022-04-12:19,26,18,0.027,0.013,0.3,0.003
2022-04-12:18,35,19,0.032,0.016,0.3,0.003
2022-04-12:17,36,17,0.048,0.014,0.4,0.003
2022-04-12:16,33,15,0.054,0.011,0.4,0.003
2022-04-12:15,31,18,0.056,0.011,0.3,0.003
2022-04-12:14,30,17,0.051,0.01,0.3,0.003
2022-04-12:13,30,21,0.046,0.011,0.3,0.003
2022-04-12:12,31,17,0.039,0.014,0.4,0.003
2022-04-12:11,29,16,0.037,0.011,0.4,0.003
2022-04-12:10,21,14,0.023,0.016,0.4,0.003
2022-04-12:09,19,11,0.021,0.017,0.4,0.003
2022-04-12:08,21,14,0.019,0.017,0.3,0.003
2022-04-12:07,23,15,0.023,0.012,0.3,0.003
2022-04-12:06,27,16,0.021,0.011,0.3,0.003
2022-04-12:05,27,14,0.022,0.011,0.3,0.002
2022-04-12:04,25,14,0.024,0.009,0.3,0.003
2022-04-12:03,24,10,0.026,0.008,0.3,0.003
2022-04-12:02,26,14,0.028,0.008,0.3,0.003
2022-04-12:01,30,14,0.017,0.018,0.3,0.003
2022-04-11:24,30,13,0.016,0.021,0.4,0.002
2022-04-11:23,38,15,0.017,0.02,0.4,0.003
2022-04-11:22,33,18,0.02,0.02,0.4,0.003
2022-04-11:21,42,20,0.023,0.021,0.4,0.003
2022-04-11:20,44,25,0.027,0.024,0.4,0.003
2022-04-11:19,40,23,0.04,0.021,0.4,0.003
2022-04-11:18,33,17,0.052,0.012,0.3,0.003
2022-04-11:17,37,18,0.056,0.012,0.3,0.003
2022-04-11:16,36,19,0.068,0.012,0.4,0.003
2022-04-11:15,39,21,0.07,0.012,0.4,0.003
2022-04-11:14,32,17,0.057,0.013,0.3,0.003
2022-04-11:13,34,15,0.046,0.013,0.3,0.003
2022-04-11:12,32,16,0.038,0.019,0.4,0.003
2022-04-11:11,37,19,0.033,0.025,0.5,0.003
2022-04-11:10,34,16,0.025,0.029,0.5,0.003
2022-04-11:09,31,16,0.02,0.031,0.5,0.003
2022-04-11:08,30,16,0.015,0.032,0.5,0.004
2022-04-11:07,33,18,0.012,0.032,0.5,0.003
2022-04-11:06,29,18,0.009,0.033,0.5,0.003
2022-04-11:05,30,16,0.017,0.026,0.5,0.003
2022-04-11:04,30,18,0.017,0.027,0.5,0.003
2022-04-11:03,32,18,0.012,0.033,0.5,0.003
2022-04-11:02,32,19,0.012,0.035,0.5,0.003
2022-04-11:01,32,19,0.019,0.031,0.5,0.003
2022-04-10:24,31,20,0.02,0.029,0.5,0.004
2022-04-10:23,34,20,0.027,0.023,0.5,0.004
2022-04-10:22,31,21,0.034,0.018,0.4,0.004
2022-04-10:21,29,20,0.038,0.016,0.4,0.004
2022-04-10:20,33,21,0.042,0.014,0.4,0.004
2022-04-10:19,32,20,0.055,0.014,0.4,0.004
2022-04-10:18,38,19,0.066,0.012,0.4,0.004
2022-04-10:17,44,20,0.077,0.011,0.4,0.004
2022-04-10:16,40,19,0.074,0.009,0.3,0.003
2022-04-10:15,42,20,0.076,0.007,0.3,0.003
2022-04-10:14,45,23,0.075,0.009,0.4,0.004
2022-04-10:13,45,20,0.075,0.008,0.4,0.004
2022-04-10:12,45,22,0.068,0.01,0.4,0.004
2022-04-10:11,42,24,0.058,0.014,0.5,0.004
2022-04-10:10,48,28,0.048,0.021,0.5,0.004
2022-04-10:09,45,26,0.033,0.031,0.6,0.003
2022-04-10:08,37,22,0.012,0.043,0.7,0.003
2022-04-10:07,39,21,0.011,0.04,0.6,0.003
2022-04-10:06,37,21,0.021,0.028,0.6,0.003
2022-04-10:05,39,22,0.033,0.021,0.5,0.003
2022-04-10:04,40,23,0.039,0.02,0.5,0.003
2022-04-10:03,52,25,0.046,0.02,0.5,0.003
2022-04-10:02,47,27,0.044,0.027,0.5,0.003
2022-04-10:01,52,28,0.052,0.023,0.5,0.004
2022-04-09:24,52,29,0.061,0.017,0.6,0.004
2022-04-09:23,55,32,0.073,0.01,0.5,0.004
2022-04-09:22,57,33,0.069,0.016,0.6,0.004
2022-04-09:21,57,32,0.074,0.013,0.6,0.004
2022-04-09:20,59,33,0.078,0.01,0.4,0.003
2022-04-09:19,60,33,0.076,0.01,0.4,0.003
2022-04-09:18,61,28,0.074,0.011,0.4,0.004
2022-04-09:17,59,26,0.077,0.008,0.4,0.003
2022-04-09:16,52,24,0.076,0.01,0.4,0.004
2022-04-09:15,50,24,0.075,0.01,0.4,0.003
2022-04-09:14,50,25,0.074,0.01,0.4,0.003
2022-04-09:13,53,26,0.073,0.009,0.4,0.004
2022-04-09:12,49,23,0.064,0.012,0.4,0.004
2022-04-09:11,45,19,0.052,0.02,0.4,0.004
2022-04-09:10,37,16,0.019,0.046,0.6,0.004
2022-04-09:09,47,21,0.01,0.052,0.7,0.003
2022-04-09:08,44,22,0.006,0.056,0.8,0.004
2022-04-09:07,44,22,0.006,0.055,0.7,0.003
2022-04-09:06,45,24,0.005,0.059,0.8,0.004
2022-04-09:05,46,24,0.004,0.06,0.9,0.003
2022-04-09:04,47,24,0.003,0.059,0.9,0.004
2022-04-09:03,49,27,0.004,0.061,0.9,0.004
2022-04-09:02,47,24,0.007,0.059,0.9,0.003
2022-04-09:01,53,25,0.005,0.065,0.9,0.004
2022-04-08:24,53,27,0.025,0.049,0.7,0.004
2022-04-08:23,55,29,0.022,0.05,0.7,0.004
2022-04-08:22,59,30,0.013,0.062,0.8,0.004
2022-04-08:21,59,31,0.031,0.044,0.8,0.005
2022-04-08:20,51,26,0.049,0.03,0.6,0.004
2022-04-08:19,51,20,0.063,0.022,0.5,0.004
2022-04-08:18,59,25,0.074,0.016,0.4,0.004
2022-04-08:17,62,28,0.077,0.016,0.4,0.004
2022-04-08:16,57,22,0.076,0.016,0.4,0.004
2022-04-08:15,51,21,0.07,0.018,0.4,0.004
2022-04-08:14,51,24,0.064,0.022,0.5,0.004
2022-04-08:13,52,24,0.049,0.027,0.6,0.006
2022-04-08:12,50,23,0.041,0.027,0.6,0.005
2022-04-08:11,48,19,0.03,0.033,0.5,0.004
2022-04-08:10,41,17,0.027,0.032,0.5,0.004
2022-04-08:09,38,14,0.02,0.035,0.5,0.004
2022-04-08:08,35,17,0.011,0.039,0.5,0.003
2022-04-08:07,37,19,0.017,0.031,0.4,0.002
2022-04-08:06,35,18,0.021,0.025,0.4,0.002
2022-04-08:05,32,17,0.027,0.022,0.4,0.003
2022-04-08:04,30,14,0.025,0.024,0.4,0.003
2022-04-08:03,32,14,0.031,0.02,0.4,0.002
2022-04-08:02,29,13,0.03,0.021,0.4,0.002
2022-04-08:01,29,13,0.028,0.025,0.4,0.002
2022-04-07:24,32,13,0.031,0.027,0.4,0.003
2022-04-07:23,35,13,0.041,0.019,0.4,0.003
2022-04-07:22,33,14,0.038,0.023,0.4,0.003
2022-04-07:21,38,14,0.039,0.022,0.4,0.003
2022-04-07:20,33,14,0.041,0.021,0.4,0.003
2022-04-07:19,27,11,0.041,0.02,0.4,0.003
2022-04-07:18,30,8,0.044,0.016,0.4,0.002
2022-04-07:17,36,10,0.049,0.014,0.3,0.003
2022-04-07:16,41,10,0.048,0.014,0.4,0.002
2022-04-07:15,38,11,0.052,0.01,0.3,0.003
2022-04-07:14,36,8,0.05,0.01,0.3,0.003
2022-04-07:13,41,10,0.049,0.01,0.3,0.003
2022-04-07:12,38,11,0.044,0.013,0.4,0.003
2022-04-07:11,32,10,0.036,0.017,0.4,0.002
2022-04-07:10,25,7,0.031,0.022,0.4,0.002
2022-04-07:09,30,10,0.031,0.02,0.4,0.003
2022-04-07:08,33,13,0.023,0.024,0.4,0.002
2022-04-07:07,34,14,0.024,0.022,0.4,0.002
2022-04-07:06,28,11,0.033,0.015,0.4,0.003
2022-04-07:05,23,9,0.043,0.008,0.3,0.003
2022-04-07:04,29,10,0.046,0.007,0.3,0.003
2022-04-07:03,30,11,0.042,0.009,0.3,0.003
2022-04-07:02,31,11,0.046,0.009,0.4,0.002
2022-04-07:01,53,16,0.034,0.018,0.4,0.003
2022-04-06:24,53,17,0.025,0.027,0.5,0.003
2022-04-06:23,51,17,0.023,0.029,0.5,0.003
2022-04-06:22,51,16,0.026,0.028,0.5,0.003
2022-04-06:21,52,20,0.032,0.023,0.5,0.003
2022-04-06:20,58,20,0.035,0.023,0.5,0.003
2022-04-06:19,59,18,0.04,0.02,0.4,0.003
2022-04-06:18,53,17,0.045,0.017,0.4,0.003
2022-04-06:17,53,18,0.049,0.016,0.4,0.004
2022-04-06:16,42,15,0.052,0.014,0.4,0.003
2022-04-06:15,38,11,0.054,0.012,0.4,0.002
2022-04-06:14,48,19,0.055,0.012,0.4,0.003
2022-04-06:13,55,27,0.052,0.015,0.4,0.003
2022-04-06:12,55,31,0.048,0.02,0.4,0.003
2022-04-06:11,47,28,0.053,0.015,0.4,0.003
2022-04-06:10,50,30,0.057,0.012,0.4,0.003
2022-04-06:09,52,35,0.052,0.015,0.4,0.003
2022-04-06:08,50,33,0.046,0.02,0.5,0.003
2022-04-06:07,45,30,0.047,0.019,0.5,0.002
2022-04-06:06,42,29,0.055,0.014,0.4,0.002
2022-04-06:05,43,32,0.057,0.012,0.4,0.003
2022-04-06:04,44,32,0.055,0.013,0.4,0.003
2022-04-06:03,47,33,0.057,0.012,0.4,0.003
2022-04-06:02,43,31,0.045,0.023,0.4,0.003
2022-04-06:01,42,29,0.037,0.03,0.5,0.004
2022-04-05:24,38,27,0.037,0.033,0.5,0.004
2022-04-05:23,34,25,0.04,0.031,0.5,0.003
2022-04-05:22,33,23,0.035,0.035,0.5,0.003
2022-04-05:21,36,24,0.036,0.033,0.5,0.003
2022-04-05:20,35,23,0.042,0.031,0.5,0.003
2022-04-05:19,36,23,0.049,0.024,0.5,0.003
2022-04-05:18,33,19,0.055,0.021,0.4,0.003
2022-04-05:17,36,21,0.06,0.019,0.4,0.003
2022-04-05:16,40,24,0.063,0.02,0.4,0.004
2022-04-05:15,47,35,0.078,0.02,0.4,0.004
2022-04-05:14,50,35,0.088,0.024,0.4,0.005
2022-04-05:13,54,33,0.075,0.024,0.5,0.004
2022-04-05:12,44,27,0.054,0.028,0.5,0.004
2022-04-05:11,45,28,0.046,0.034,0.5,0.005
2022-04-05:10,51,33,0.037,0.04,0.6,0.004
2022-04-05:09,61,42,0.012,0.059,0.7,0.004
2022-04-05:08,55,38,0.007,0.059,0.7,0.004
2022-04-05:07,51,39,0.007,0.06,0.7,0.004
2022-04-05:06,44,33,0.014,0.05,0.7,0.004
2022-04-05:05,41,30,0.03,0.035,0.6,0.005
2022-04-05:04,40,30,0.041,0.028,0.6,0.005
2022-04-05:03,40,31,0.051,0.021,0.5,0.005
2022-04-05:02,42,28,0.051,0.022,0.5,0.005
2022-04-05:01,43,29,0.053,0.022,0.5,0.004
2022-04-04:24,42,29,0.047,0.029,0.5,0.004
2022-04-04:23,39,28,0.054,0.024,0.5,0.005
2022-04-04:22,41,25,0.06,0.021,0.5,0.004
2022-04-04:21,44,26,0.059,0.022,0.5,0.004
2022-04-04:20,39,26,0.062,0.02,0.5,0.004
2022-04-04:19,41,29,0.06,0.015,0.4,0.004
2022-04-04:18,41,25,0.061,0.015,0.4,0.003
2022-04-04:17,45,29,0.064,0.015,0.4,0.004
2022-04-04:16,44,26,0.063,0.013,0.4,0.003
2022-04-04:15,,,0.052,0.015,0.4,0.004
2022-04-04:14,,,,,,
2022-04-04:13,,,,,,
2022-04-04:12,47,30,0.055,0.023,0.4,0.004
2022-04-04:11,79,54,0.038,0.04,0.6,0.005
2022-04-04:10,77,55,0.02,0.051,0.8,0.005
2022-04-04:09,73,55,0.01,0.052,0.8,0.004
2022-04-04:08,76,58,0.008,0.05,0.7,0.003
2022-04-04:07,80,65,0.005,0.048,0.7,0.003
2022-04-04:06,76,60,0.012,0.042,0.7,0.003
2022-04-04:05,74,58,0.02,0.035,0.6,0.004
2022-04-04:04,66,52,0.025,0.031,0.6,0.004
2022-04-04:03,59,46,0.031,0.029,0.6,0.005
2022-04-04:02,58,43,0.035,0.03,0.6,0.005
2022-04-04:01,58,42,0.043,0.025,0.5,0.006
2022-04-03:24,53,38,0.049,0.023,0.5,0.005
2022-04-03:23,51,37,0.057,0.019,0.5,0.005
2022-04-03:22,49,35,0.055,0.02,0.5,0.005
2022-04-03:21,52,36,0.056,0.02,0.5,0.005
2022-04-03:20,47,33,0.067,0.014,0.4,0.007
2022-04-03:19,37,25,0.065,0.013,0.4,0.006
2022-04-03:18,36,21,0.066,0.012,0.4,0.005
2022-04-03:17,36,22,0.068,0.01,0.4,0.004
2022-04-03:16,32,20,0.067,0.01,0.4,0.004
2022-04-03:15,37,29,0.065,0.013,0.4,0.004
2022-04-03:14,41,27,0.06,0.015,0.4,0.004
2022-04-03:13,50,36,0.05,0.023,0.5,0.004
2022-04-03:12,49,34,0.039,0.027,0.6,0.004
2022-04-03:11,50,33,0.035,0.027,0.6,0.004
2022-04-03:10,49,33,0.026,0.029,0.6,0.004
2022-04-03:09,41,31,0.019,0.032,0.6,0.004
2022-04-03:08,36,27,0.014,0.036,0.6,0.003
2022-04-03:07,38,30,0.01,0.038,0.6,0.003
2022-04-03:06,38,27,0.016,0.034,0.6,0.004
2022-04-03:05,48,35,0.016,0.032,0.6,0.003
2022-04-03:04,45,32,0.016,0.031,0.6,0.003
2022-04-03:03,42,30,0.018,0.032,0.6,0.004
2022-04-03:02,39,27,0.024,0.03,0.6,0.004
2022-04-03:01,40,27,0.03,0.026,0.6,0.005
2022-04-02:24,37,24,0.034,0.025,0.5,0.004
2022-04-02:23,40,28,0.035,0.026,0.5,0.005
2022-04-02:22,37,24,0.041,0.024,0.5,0.004
2022-04-02:21,36,24,0.05,0.017,0.5,0.004
2022-04-02:20,31,21,0.051,0.016,0.4,0.005
2022-04-02:19,30,21,0.056,0.013,0.4,0.005
2022-04-02:18,30,17,0.057,0.012,0.4,0.005
2022-04-02:17,36,22,0.058,0.012,0.4,0.004
2022-04-02:16,37,23,0.052,0.017,0.4,0.004
2022-04-02:15,39,24,0.049,0.02,0.4,0.004
2022-04-02:14,31,21,0.048,0.018,0.4,0.004
2022-04-02:13,28,20,0.045,0.016,0.4,0.004
2022-04-02:12,27,17,0.044,0.016,0.4,0.004
2022-04-02:11,31,18,0.038,0.019,0.4,0.004
2022-04-02:10,27,16,0.034,0.021,0.4,0.003
2022-04-02:09,25,15,0.029,0.024,0.4,0.003
2022-04-02:08,27,17,0.022,0.028,0.4,0.003
2022-04-02:07,29,17,0.019,0.03,0.4,0.003
2022-04-02:06,25,16,0.013,0.033,0.4,0.003
2022-04-02:05,21,14,0.014,0.031,0.5,0.003
2022-04-02:04,20,13,0.018,0.028,0.4,0.004
2022-04-02:03,20,15,0.022,0.025,0.5,0.003
2022-04-02:02,22,14,0.02,0.029,0.5,0.005
2022-04-02:01,22,15,0.025,0.027,0.4,0.007
2022-04-01:24,19,12,0.025,0.028,0.4,0.006
2022-04-01:23,20,14,0.03,0.024,0.4,0.005
2022-04-01:22,25,15,0.035,0.021,0.4,0.005
2022-04-01:21,29,19,0.038,0.02,0.4,0.005
2022-04-01:20,29,18,0.04,0.017,0.4,0.005
2022-04-01:19,22,12,0.04,0.016,0.4,0.003
2022-04-01:18,19,11,0.047,0.013,0.4,0.003
2022-04-01:17,25,12,0.049,0.012,0.3,0.004
2022-04-01:16,20,11,0.047,0.014,0.4,0.003
2022-04-01:15,16,11,0.042,0.013,0.3,0.003
2022-04-01:14,14,9,0.043,0.012,0.4,0.003
2022-04-01:13,13,12,0.043,0.012,0.4,0.003
2022-04-01:12,10,5,0.04,0.013,0.4,0.002
2022-04-01:11,11,3,0.039,0.012,0.4,0.003
2022-04-01:10,11,5,0.036,0.013,0.4,0.003
2022-04-01:09,9,6,0.024,0.021,0.4,0.003
2022-04-01:08,9,6,0.017,0.026,0.4,0.003
2022-04-01:07,12,11,0.012,0.028,0.4,0.002
2022-04-01:06,9,7,0.02,0.02,0.4,0.003
2022-04-01:05,6,5,0.025,0.017,0.4,0.002
2022-04-01:04,8,5,0.032,0.012,0.3,0.003
2022-04-01:03,10,7,0.031,0.016,0.4,0.003
2022-04-01:02,9,6,0.031,0.017,0.4,0.002
2022-04-01:01,11,7,0.032,0.019,0.4,0.003
2022-03-31:24,9,5,0.033,0.017,0.4,0.002
2022-03-31:23,11,5,0.036,0.015,0.3,0.003
2022-03-31:22,11,5,0.038,0.013,0.3,0.003
2022-03-31:21,10,7,0.032,0.018,0.4,0.002
2022-03-31:20,11,8,0.036,0.017,0.4,0.002
2022-03-31:19,10,9,0.044,0.01,0.4,0.002
2022-03-31:18,9,6,0.043,0.011,0.4,0.003
2022-03-31:17,10,5,0.045,0.01,0.4,0.003
2022-03-31:16,14,7,0.049,0.009,0.3,0.002
2022-03-31:15,16,10,0.05,0.011,0.3,0.003
2022-03-31:14,13,7,0.047,0.011,0.4,0.003
2022-03-31:13,10,4,0.045,0.011,0.4,0.003
2022-03-31:12,10,4,0.044,0.012,0.4,0.003
2022-03-31:11,15,4,0.042,0.013,0.4,0.003
2022-03-31:10,12,4,0.035,0.015,0.4,0.003
2022-03-31:09,12,6,0.027,0.023,0.4,0.003
2022-03-31:08,13,7,0.022,0.025,0.4,0.003
2022-03-31:07,16,10,0.024,0.018,0.4,0.003
2022-03-31:06,20,15,0.027,0.013,0.4,0.003
2022-03-31:05,29,22,0.027,0.009,0.4,0.003
2022-03-31:04,33,22,0.024,0.012,0.4,0.003
2022-03-31:03,45,26,0.023,0.014,0.4,0.003
2022-03-31:02,46,25,0.022,0.017,0.4,0.003
2022-03-31:01,57,29,0.021,0.019,0.4,0.003
2022-03-30:24,48,28,0.025,0.018,0.4,0.003
2022-03-30:23,44,30,0.029,0.017,0.4,0.003
2022-03-30:22,51,30,0.028,0.021,0.5,0.003
2022-03-30:21,49,31,0.025,0.026,0.5,0.003
2022-03-30:20,34,22,0.017,0.035,0.5,0.002
2022-03-30:19,29,18,0.016,0.043,0.6,0.003
2022-03-30:18,29,15,0.019,0.04,0.5,0.003
2022-03-30:17,26,13,0.024,0.038,0.5,0.003
2022-03-30:16,26,13,0.029,0.031,0.5,0.003
2022-03-30:15,30,15,0.033,0.027,0.5,0.002
2022-03-30:14,37,18,0.035,0.027,0.4,0.003
2022-03-30:13,42,19,0.033,0.03,0.5,0.004
2022-03-30:12,43,19,0.024,0.038,0.5,0.004
2022-03-30:11,45,18,0.016,0.042,0.6,0.004
2022-03-30:10,42,18,0.011,0.044,0.7,0.004
2022-03-30:09,36,16,0.007,0.046,0.7,0.004
2022-03-30:08,30,15,0.006,0.044,0.6,0.004
2022-03-30:07,31,16,0.005,0.042,0.6,0.003
2022-03-30:06,29,14,0.005,0.043,0.5,0.003
2022-03-30:05,32,16,0.009,0.04,0.5,0.003
2022-03-30:04,28,12,0.015,0.033,0.5,0.003
2022-03-30:03,27,11,0.014,0.035,0.5,0.003
2022-03-30:02,26,12,0.011,0.039,0.5,0.003
2022-03-30:01,32,15,0.023,0.028,0.5,0.004
2022-03-29:24,28,12,0.028,0.026,0.4,0.003
2022-03-29:23,30,14,0.035,0.02,0.4,0.003
2022-03-29:22,32,14,0.032,0.024,0.4,0.003
2022-03-29:21,37,17,0.033,0.025,0.4,0.004
2022-03-29:20,35,16,0.038,0.022,0.4,0.004
2022-03-29:19,37,19,0.047,0.019,0.4,0.004
2022-03-29:18,34,16,0.052,0.017,0.4,0.004
2022-03-29:17,30,12,0.055,0.015,0.4,0.004
2022-03-29:16,33,13,0.054,0.013,0.3,0.004
2022-03-29:15,35,20,0.055,0.014,0.3,0.003
2022-03-29:14,33,17,0.055,0.017,0.4,0.004
2022-03-29:13,33,14,0.051,0.017,0.4,0.004
2022-03-29:12,33,13,0.048,0.016,0.4,0.004
2022-03-29:11,46,23,0.036,0.028,0.4,0.004
2022-03-29:10,54,26,0.017,0.046,0.6,0.004
2022-03-29:09,50,24,0.009,0.05,0.7,0.004
2022-03-29:08,39,19,0.005,0.047,0.6,0.004
2022-03-29:07,37,19,0.003,0.049,0.6,0.003
2022-03-29:06,38,18,0.002,0.048,0.6,0.002
2022-03-29:05,37,18,0.002,0.047,0.6,0.003
2022-03-29:04,30,15,0.004,0.046,0.6,0.003
2022-03-29:03,28,16,0.013,0.035,0.5,0.002
2022-03-29:02,31,15,0.01,0.039,0.6,0.003
2022-03-29:01,34,17,0.005,0.046,0.6,0.002
2022-03-28:24,33,16,0.019,0.033,0.5,0.004
2022-03-28:23,36,16,0.024,0.029,0.5,0.003
2022-03-28:22,40,16,0.028,0.028,0.5,0.003
2022-03-28:21,46,20,0.032,0.027,0.4,0.006
2022-03-28:20,49,20,0.036,0.024,0.4,0.006
2022-03-28:19,47,22,0.044,0.019,0.4,0.003
2022-03-28:18,38,16,0.044,0.021,0.4,0.003
2022-03-28:17,31,15,0.039,0.024,0.4,0.004
2022-03-28:16,26,11,0.039,0.021,0.4,0.003
2022-03-28:15,24,11,0.039,0.018,0.4,0.003
2022-03-28:14,22,10,0.041,0.017,0.4,0.002
2022-03-28:13,28,14,0.039,0.018,0.4,0.003
2022-03-28:12,31,12,0.035,0.02,0.4,0.003
2022-03-28:11,34,12,0.033,0.022,0.4,0.003
2022-03-28:10,30,14,0.027,0.028,0.5,0.003
2022-03-28:09,27,12,0.015,0.04,0.6,0.002
2022-03-28:08,21,12,0.011,0.04,0.5,0.003
2022-03-28:07,20,14,0.007,0.041,0.5,0.003
2022-03-28:06,18,12,0.013,0.036,0.5,0.003
2022-03-28:05,19,13,0.018,0.027,0.5,0.003
2022-03-28:04,17,11,0.031,0.017,0.4,0.003
2022-03-28:03,19,11,0.04,0.011,0.4,0.003
2022-03-28:02,16,10,0.045,0.008,0.4,0.003
2022-03-28:01,17,9,0.041,0.011,0.4,0.003
2022-03-27:24,15,10,0.042,0.011,0.4,0.003
2022-03-27:23,15,11,0.042,0.01,0.4,0.003
2022-03-27:22,16,9,0.046,0.009,0.3,0.003
2022-03-27:21,17,10,0.046,0.009,0.4,0.003
2022-03-27:20,18,9,0.048,0.008,0.4,0.003
2022-03-27:19,17,7,0.049,0.007,0.3,0.003
2022-03-27:18,16,6,0.051,0.006,0.3,0.003
2022-03-27:17,16,5,0.05,0.005,0.3,0.003
2022-03-27:16,24,9,0.049,0.006,0.3,0.003
2022-03-27:15,40,18,0.05,0.007,0.3,0.003
2022-03-27:14,47,19,0.052,0.008,0.4,0.003
2022-03-27:13,39,12,0.047,0.009,0.4,0.004
2022-03-27:12,33,16,0.046,0.009,0.4,0.004
2022-03-27:11,37,17,0.038,0.017,0.4,0.004
2022-03-27:10,33,14,0.035,0.019,0.4,0.003
2022-03-27:09,28,14,0.038,0.015,0.4,0.003
2022-03-27:08,32,13,0.034,0.018,0.4,0.003
2022-03-27:07,32,14,0.033,0.018,0.4,0.003
2022-03-27:06,33,16,0.035,0.015,0.4,0.002
2022-03-27:05,36,15,0.033,0.016,0.4,0.003
2022-03-27:04,34,17,0.022,0.026,0.5,0.003
2022-03-27:03,41,16,0.021,0.027,0.6,0.003
2022-03-27:02,42,14,0.026,0.025,0.5,0.003
2022-03-27:01,,14,0.028,0.023,0.5,0.004
2022-03-26:24,29,13,0.027,0.025,0.5,0.002
2022-03-26:23,22,12,0.035,0.018,0.4,0.003
2022-03-26:22,18,10,0.04,0.013,0.4,0.003
2022-03-26:21,20,12,0.035,0.019,0.5,0.003
2022-03-26:20,19,13,0.033,0.024,0.5,0.003
2022-03-26:19,19,13,0.044,0.017,0.5,0.003
2022-03-26:18,13,9,0.05,0.013,0.5,0.003
2022-03-26:17,9,10,0.049,0.013,0.4,0.003
2022-03-26:16,6,3,0.045,0.014,0.4,0.003
2022-03-26:15,9,9,0.041,0.014,0.4,0.003
2022-03-26:14,5,3,0.036,0.012,0.4,0.003
2022-03-26:13,6,4,0.033,0.014,0.3,0.003
2022-03-26:12,3,1,0.028,0.019,0.4,0.003
2022-03-26:11,4,4,0.027,0.019,0.4,0.002
2022-03-26:10,4,3,0.028,0.018,0.4,0.003
2022-03-26:09,5,6,0.029,0.017,0.4,0.003
2022-03-26:08,3,2,0.033,0.013,0.4,0.003
2022-03-26:07,3,2,0.03,0.016,0.4,0.003
2022-03-26:06,3,2,0.031,0.019,0.4,0.003
2022-03-26:05,6,5,0.039,0.012,0.4,0.003
2022-03-26:04,6,5,0.04,0.011,0.4,0.003
2022-03-26:03,8,9,0.042,0.011,0.4,0.003
2022-03-26:02,15,12,0.042,0.012,0.4,0.003
2022-03-26:01,27,17,0.043,0.013,0.4,0.003
2022-03-25:24,33,22,0.043,0.014,0.4,0.003
2022-03-25:23,43,31,0.04,0.022,0.5,0.003
2022-03-25:22,52,34,0.045,0.021,0.5,0.003
2022-03-25:21,56,36,0.042,0.027,0.6,0.003
2022-03-25:20,64,40,0.038,0.034,0.6,0.004
2022-03-25:19,58,35,0.032,0.043,0.7,0.003
2022-03-25:18,62,37,0.033,0.038,0.7,0.004
2022-03-25:17,64,42,0.032,0.039,0.7,0.003
2022-03-25:16,58,37,0.039,0.033,0.6,0.004
2022-03-25:15,63,39,0.042,0.029,0.5,0.004
