구분,급식_메뉴_이름,급식_메뉴_종류,배식량_단위g,잔반량_단위g,학생별_섭취율_정도,메뉴별_평균섭취율,종류별_평균섭취율,메뉴별_평균잔반율,종류별_평균잔반율
3573,햄김치찌개,국/찌개류,180,129,보통,55,52,52,52
3574,달걀야채전,반찬류,88,88,낮음,45,59,59,59
3575,자두,후식류,80,0,높음,61,73,73,73
3576,코다리강정,반찬류,41,0,높음,60,59,59,59
3577,라면사리,반찬류,30,4,높음,67,59,59,59
3578,차수수밥,밥류,105,103,낮음,76,81,81,81
3579,햄김치찌개,국/찌개류,192,90,보통,55,52,52,52
3580,달걀야채전,반찬류,77,0,높음,45,59,59,59
3581,깍두기,반찬류,37,25,보통,38,59,59,59
3582,자두,후식류,80,80,낮음,61,73,73,73
3583,코다리강정,반찬류,50,0,높음,60,59,59,59
3584,라면사리,반찬류,30,4,높음,67,59,59,59
3585,차수수밥,밥류,109,0,높음,76,81,81,81
3586,달걀야채전,반찬류,66,0,높음,45,59,59,59
3587,깍두기,반찬류,29,25,낮음,38,59,59,59
3588,코다리강정,반찬류,41,0,높음,60,59,59,59
3589,라면사리,반찬류,26,3,높음,67,59,59,59
3590,차수수밥,밥류,112,108,낮음,76,81,81,81
3591,햄김치찌개,국/찌개류,180,129,보통,55,52,52,52
3592,달걀야채전,반찬류,88,0,높음,45,59,59,59
3593,깍두기,반찬류,37,33,낮음,38,59,59,59
3594,자두,후식류,80,0,높음,61,73,73,73
3595,코다리강정,반찬류,58,0,높음,60,59,59,59
3596,라면사리,반찬류,30,30,낮음,67,59,59,59
3597,차수수밥,밥류,116,103,낮음,76,81,81,81
3598,햄김치찌개,국/찌개류,173,154,낮음,55,52,52,52
3599,달걀야채전,반찬류,66,0,높음,45,59,59,59
3600,깍두기,반찬류,62,62,낮음,38,59,59,59
3601,자두,후식류,80,0,높음,61,73,73,73
3602,코다리강정,반찬류,50,34,보통,60,59,59,59
3603,라면사리,반찬류,30,30,낮음,67,59,59,59
3604,차수수밥,밥류,107,0,높음,76,81,81,81
3605,햄김치찌개,국/찌개류,167,52,보통,55,52,52,52
3606,달걀야채전,반찬류,88,77,낮음,45,59,59,59
3607,깍두기,반찬류,37,12,보통,38,59,59,59
3608,자두,후식류,80,0,높음,61,73,73,73
3609,라면사리,반찬류,30,7,높음,67,59,59,59
3610,차수수밥,밥류,107,0,높음,76,81,81,81
3611,햄김치찌개,국/찌개류,154,90,보통,55,52,52,52
3612,달걀야채전,반찬류,77,0,높음,45,59,59,59
3613,깍두기,반찬류,37,37,낮음,38,59,59,59
3614,자두,후식류,80,0,높음,61,73,73,73
3615,코다리강정,반찬류,50,42,낮음,60,59,59,59
3616,라면사리,반찬류,30,10,보통,67,59,59,59
3617,차수수밥,밥류,112,0,높음,76,81,81,81
3618,햄김치찌개,국/찌개류,167,26,높음,55,52,52,52
3619,달걀야채전,반찬류,88,0,높음,45,59,59,59
3620,깍두기,반찬류,50,0,높음,38,59,59,59
3621,자두,후식류,80,25,보통,61,73,73,73
3622,코다리강정,반찬류,58,50,낮음,60,59,59,59
3623,라면사리,반찬류,30,2,높음,67,59,59,59
3624,차수수밥,밥류,107,0,높음,76,81,81,81
3625,햄김치찌개,국/찌개류,180,13,높음,55,52,52,52
3626,달걀야채전,반찬류,88,54,보통,45,59,59,59
3627,깍두기,반찬류,29,0,높음,38,59,59,59
3628,자두,후식류,80,30,보통,61,73,73,73
3629,라면사리,반찬류,30,0,높음,67,59,59,59
3630,차수수밥,밥류,112,0,높음,76,81,81,81
3631,햄김치찌개,국/찌개류,83,51,보통,55,52,52,52
3632,달걀야채전,반찬류,77,66,낮음,45,59,59,59
3633,깍두기,반찬류,62,42,보통,38,59,59,59
3634,자두,후식류,80,80,낮음,61,73,73,73
3635,코다리강정,반찬류,41,33,낮음,60,59,59,59
3636,라면사리,반찬류,30,2,높음,67,59,59,59
3637,차수수밥,밥류,112,5,높음,76,81,81,81
3638,햄김치찌개,국/찌개류,167,52,보통,55,52,52,52
3639,달걀야채전,반찬류,77,77,낮음,45,59,59,59
3640,깍두기,반찬류,37,37,낮음,38,59,59,59
3641,자두,후식류,80,30,보통,61,73,73,73
3642,코다리강정,반찬류,50,5,높음,60,59,59,59
3643,라면사리,반찬류,30,2,높음,67,59,59,59
3644,차수수밥,밥류,112,0,높음,76,81,81,81
3645,햄김치찌개,국/찌개류,180,168,낮음,55,52,52,52
3646,달걀야채전,반찬류,82,77,낮음,45,59,59,59
3647,깍두기,반찬류,37,37,낮음,38,59,59,59
3648,자두,후식류,80,80,낮음,61,73,73,73
3649,코다리강정,반찬류,50,42,낮음,60,59,59,59
3650,라면사리,반찬류,30,20,보통,67,59,59,59
3651,차수수밥,밥류,107,107,낮음,76,81,81,81
3652,햄김치찌개,국/찌개류,167,116,보통,55,52,52,52
3653,달걀야채전,반찬류,88,88,낮음,45,59,59,59
3654,깍두기,반찬류,37,37,낮음,38,59,59,59
3655,자두,후식류,80,0,높음,61,73,73,73
3656,코다리강정,반찬류,50,0,높음,60,59,59,59
3657,라면사리,반찬류,30,30,낮음,67,59,59,59
3658,차수수밥,밥류,107,0,높음,76,81,81,81
3659,햄김치찌개,국/찌개류,167,65,보통,55,52,52,52
3660,달걀야채전,반찬류,77,0,높음,45,59,59,59
3661,깍두기,반찬류,37,0,높음,38,59,59,59
3662,자두,후식류,80,0,높음,61,73,73,73
3663,코다리강정,반찬류,25,0,높음,60,59,59,59
3664,라면사리,반찬류,30,0,높음,67,59,59,59
3665,차수수밥,밥류,109,98,낮음,76,81,81,81
3666,햄김치찌개,국/찌개류,167,103,보통,55,52,52,52
3667,달걀야채전,반찬류,88,88,낮음,45,59,59,59
3668,깍두기,반찬류,37,25,보통,38,59,59,59
3669,자두,후식류,80,40,보통,61,73,73,73
3670,코다리강정,반찬류,50,0,높음,60,59,59,59
3671,라면사리,반찬류,30,30,낮음,67,59,59,59
3672,차수수밥,밥류,105,5,높음,76,81,81,81
3673,햄김치찌개,국/찌개류,180,90,보통,55,52,52,52
3674,달걀야채전,반찬류,77,66,낮음,45,59,59,59
3675,깍두기,반찬류,50,50,낮음,38,59,59,59
3676,자두,후식류,80,80,낮음,61,73,73,73
3677,코다리강정,반찬류,50,0,높음,60,59,59,59
3678,라면사리,반찬류,30,10,보통,67,59,59,59
3679,차수수밥,밥류,107,0,높음,76,81,81,81
3680,햄김치찌개,국/찌개류,128,90,보통,55,52,52,52
3681,달걀야채전,반찬류,77,0,높음,45,59,59,59
3682,깍두기,반찬류,37,37,낮음,38,59,59,59
3683,자두,후식류,80,30,보통,61,73,73,73
3684,코다리강정,반찬류,58,54,낮음,60,59,59,59
3685,라면사리,반찬류,16,0,높음,67,59,59,59
3686,차수수밥,밥류,107,0,높음,76,81,81,81
3687,햄김치찌개,국/찌개류,167,52,보통,55,52,52,52
3688,달걀야채전,반찬류,88,55,보통,45,59,59,59
3689,깍두기,반찬류,37,37,낮음,38,59,59,59
3690,자두,후식류,80,30,보통,61,73,73,73
3691,코다리강정,반찬류,58,58,낮음,60,59,59,59
3692,라면사리,반찬류,30,0,높음,67,59,59,59
3693,차수수밥,밥류,107,0,높음,76,81,81,81
3694,달걀야채전,반찬류,77,77,낮음,45,59,59,59
3695,깍두기,반찬류,37,37,낮음,38,59,59,59
3696,자두,후식류,80,80,낮음,61,73,73,73
3697,코다리강정,반찬류,58,58,낮음,60,59,59,59
3698,라면사리,반찬류,30,14,보통,67,59,59,59
3699,차수수밥,밥류,103,0,높음,76,81,81,81
3700,햄김치찌개,국/찌개류,180,39,높음,55,52,52,52
3701,달걀야채전,반찬류,88,77,낮음,45,59,59,59
3702,깍두기,반찬류,37,25,보통,38,59,59,59
3703,자두,후식류,80,50,보통,61,73,73,73
3704,코다리강정,반찬류,58,50,낮음,60,59,59,59
3705,라면사리,반찬류,30,2,높음,67,59,59,59
3706,차수수밥,밥류,107,27,높음,76,81,81,81
3707,햄김치찌개,국/찌개류,115,115,낮음,55,52,52,52
3708,달걀야채전,반찬류,88,88,낮음,45,59,59,59
3709,깍두기,반찬류,50,42,낮음,38,59,59,59
3710,자두,후식류,80,0,높음,61,73,73,73
3711,코다리강정,반찬류,58,50,낮음,60,59,59,59
3712,라면사리,반찬류,30,4,높음,67,59,59,59
3713,차수수밥,밥류,112,108,낮음,76,81,81,81
3714,햄김치찌개,국/찌개류,154,129,낮음,55,52,52,52
3715,달걀야채전,반찬류,88,88,낮음,45,59,59,59
3716,깍두기,반찬류,37,37,낮음,38,59,59,59
3717,자두,후식류,80,80,낮음,61,73,73,73
3718,코다리강정,반찬류,58,0,높음,60,59,59,59
3719,라면사리,반찬류,30,30,낮음,67,59,59,59
3720,차수수밥,밥류,107,0,높음,76,81,81,81
3721,햄김치찌개,국/찌개류,180,90,보통,55,52,52,52
3722,달걀야채전,반찬류,88,77,낮음,45,59,59,59
3723,깍두기,반찬류,50,50,낮음,38,59,59,59
3724,자두,후식류,80,60,보통,61,73,73,73
3725,코다리강정,반찬류,50,34,보통,60,59,59,59
3726,라면사리,반찬류,30,4,높음,67,59,59,59
3727,차수수밥,밥류,107,107,낮음,76,81,81,81
3728,햄김치찌개,국/찌개류,180,168,낮음,55,52,52,52
3729,달걀야채전,반찬류,88,88,낮음,45,59,59,59
3730,깍두기,반찬류,37,8,높음,38,59,59,59
3731,자두,후식류,80,25,보통,61,73,73,73
3732,코다리강정,반찬류,41,33,낮음,60,59,59,59
3733,라면사리,반찬류,30,30,낮음,67,59,59,59
3734,차수수밥,밥류,112,104,낮음,76,81,81,81
3735,햄김치찌개,국/찌개류,167,155,낮음,55,52,52,52
3736,달걀야채전,반찬류,77,66,낮음,45,59,59,59
3737,깍두기,반찬류,37,37,낮음,38,59,59,59
3738,자두,후식류,80,0,높음,61,73,73,73
3739,코다리강정,반찬류,66,0,높음,60,59,59,59
3740,라면사리,반찬류,30,4,높음,67,59,59,59
3741,차수수밥,밥류,107,0,높음,76,81,81,81
3742,햄김치찌개,국/찌개류,180,129,보통,55,52,52,52
3743,달걀야채전,반찬류,82,0,높음,45,59,59,59
3744,깍두기,반찬류,37,25,보통,38,59,59,59
3745,자두,후식류,80,55,보통,61,73,73,73
3746,코다리강정,반찬류,50,0,높음,60,59,59,59
3747,라면사리,반찬류,30,20,보통,67,59,59,59
3748,차수수밥,밥류,107,0,높음,76,81,81,81
3749,햄김치찌개,국/찌개류,180,116,보통,55,52,52,52
3750,달걀야채전,반찬류,66,66,낮음,45,59,59,59
3751,깍두기,반찬류,54,42,낮음,38,59,59,59
3752,자두,후식류,80,80,낮음,61,73,73,73
3753,코다리강정,반찬류,58,38,보통,60,59,59,59
3754,라면사리,반찬류,30,17,보통,67,59,59,59
3755,차수수밥,밥류,107,72,보통,76,81,81,81
3756,햄김치찌개,국/찌개류,128,77,보통,55,52,52,52
3757,달걀야채전,반찬류,88,55,보통,45,59,59,59
3758,자두,후식류,80,0,높음,61,73,73,73
3759,코다리강정,반찬류,50,0,높음,60,59,59,59
3760,라면사리,반찬류,30,17,보통,67,59,59,59
3761,차수수밥,밥류,103,77,보통,76,81,81,81
3762,햄김치찌개,국/찌개류,154,116,보통,55,52,52,52
3763,달걀야채전,반찬류,99,77,낮음,45,59,59,59
3764,깍두기,반찬류,37,37,낮음,38,59,59,59
3765,자두,후식류,80,80,낮음,61,73,73,73
3766,코다리강정,반찬류,58,33,보통,60,59,59,59
3767,라면사리,반찬류,30,30,낮음,67,59,59,59
3768,차수수밥,밥류,107,27,높음,76,81,81,81
3769,햄김치찌개,국/찌개류,154,64,보통,55,52,52,52
3770,달걀야채전,반찬류,88,0,높음,45,59,59,59
3771,깍두기,반찬류,25,25,낮음,38,59,59,59
3772,자두,후식류,80,0,높음,61,73,73,73
3773,코다리강정,반찬류,66,66,낮음,60,59,59,59
3774,라면사리,반찬류,30,0,높음,67,59,59,59
3775,차수수밥,밥류,112,45,보통,76,81,81,81
3776,햄김치찌개,국/찌개류,180,168,낮음,55,52,52,52
3777,달걀야채전,반찬류,88,88,낮음,45,59,59,59
3778,깍두기,반찬류,37,25,보통,38,59,59,59
3779,자두,후식류,80,30,보통,61,73,73,73
3780,코다리강정,반찬류,58,8,높음,60,59,59,59
3781,라면사리,반찬류,30,30,낮음,67,59,59,59
3782,차수수밥,밥류,107,2,높음,76,81,81,81
3783,햄김치찌개,국/찌개류,192,64,보통,55,52,52,52
3784,달걀야채전,반찬류,88,50,보통,45,59,59,59
3785,깍두기,반찬류,37,37,낮음,38,59,59,59
3786,자두,후식류,80,60,보통,61,73,73,73
3787,코다리강정,반찬류,58,0,높음,60,59,59,59
3788,라면사리,반찬류,30,4,높음,67,59,59,59
3789,차수수밥,밥류,112,68,보통,76,81,81,81
3790,햄김치찌개,국/찌개류,154,90,보통,55,52,52,52
3791,달걀야채전,반찬류,77,55,보통,45,59,59,59
3792,깍두기,반찬류,37,37,낮음,38,59,59,59
3793,자두,후식류,80,0,높음,61,73,73,73
3794,코다리강정,반찬류,50,50,낮음,60,59,59,59
3795,라면사리,반찬류,30,4,높음,67,59,59,59
3796,차수수밥,밥류,107,18,높음,76,81,81,81
3797,햄김치찌개,국/찌개류,167,65,보통,55,52,52,52
3798,달걀야채전,반찬류,88,55,보통,45,59,59,59
3799,깍두기,반찬류,25,21,낮음,38,59,59,59
3800,자두,후식류,80,80,낮음,61,73,73,73
3801,코다리강정,반찬류,41,41,낮음,60,59,59,59
3802,라면사리,반찬류,30,30,낮음,67,59,59,59
3803,차수수밥,밥류,105,0,높음,76,81,81,81
3804,햄김치찌개,국/찌개류,154,90,보통,55,52,52,52
3805,달걀야채전,반찬류,88,66,보통,45,59,59,59
3806,깍두기,반찬류,37,37,낮음,38,59,59,59
3807,자두,후식류,80,0,높음,61,73,73,73
3808,코다리강정,반찬류,58,50,낮음,60,59,59,59
3809,라면사리,반찬류,30,30,낮음,67,59,59,59
3810,차수수밥,밥류,107,99,낮음,76,81,81,81
3811,햄김치찌개,국/찌개류,167,142,낮음,55,52,52,52
3812,달걀야채전,반찬류,88,0,높음,45,59,59,59
3813,깍두기,반찬류,37,0,높음,38,59,59,59
3814,자두,후식류,80,5,높음,61,73,73,73
3815,코다리강정,반찬류,58,0,높음,60,59,59,59
3816,라면사리,반찬류,30,20,보통,67,59,59,59
3817,김가루볶음밥,밥류,119,0,높음,70,81,81,81
3818,콩나물국,국/찌개류,200,39,높음,53,52,52,52
3819,난,반찬류,26,0,높음,56,59,59,59
3820,닭날개간장구이,반찬류,60,23,보통,73,59,59,59
3821,수박,후식류,80,0,높음,68,73,73,73
3822,커리소스,반찬류,30,0,높음,51,59,59,59
3823,배추김치,반찬류,40,40,낮음,51,59,59,59
3824,김가루볶음밥,밥류,119,0,높음,70,81,81,81
3825,콩나물국,국/찌개류,200,0,높음,53,52,52,52
3826,난,반찬류,26,21,낮음,56,59,59,59
3827,닭날개간장구이,반찬류,60,15,높음,73,59,59,59
3828,수박,후식류,80,0,높음,68,73,73,73
3829,커리소스,반찬류,30,30,낮음,51,59,59,59
3830,배추김치,반찬류,80,0,높음,51,59,59,59
3831,김가루볶음밥,밥류,112,0,높음,70,81,81,81
3832,콩나물국,국/찌개류,190,0,높음,53,52,52,52
3833,난,반찬류,26,0,높음,56,59,59,59
3834,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3835,수박,후식류,80,0,높음,68,73,73,73
3836,커리소스,반찬류,30,0,높음,51,59,59,59
3837,배추김치,반찬류,70,0,높음,51,59,59,59
3838,김가루볶음밥,밥류,125,125,낮음,70,81,81,81
3839,콩나물국,국/찌개류,219,143,보통,53,52,52,52
3840,난,반찬류,23,21,낮음,56,59,59,59
3841,닭날개간장구이,반찬류,60,8,높음,73,59,59,59
3842,수박,후식류,80,0,높음,68,73,73,73
3843,커리소스,반찬류,30,30,낮음,51,59,59,59
3844,배추김치,반찬류,60,60,낮음,51,59,59,59
3845,김가루볶음밥,밥류,125,3,높음,70,81,81,81
3846,콩나물국,국/찌개류,219,134,보통,53,52,52,52
3847,난,반찬류,26,21,낮음,56,59,59,59
3848,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3849,수박,후식류,80,0,높음,68,73,73,73
3850,커리소스,반찬류,30,30,낮음,51,59,59,59
3851,배추김치,반찬류,60,0,높음,51,59,59,59
3852,김가루볶음밥,밥류,119,0,높음,70,81,81,81
3853,콩나물국,국/찌개류,219,124,보통,53,52,52,52
3854,난,반찬류,20,0,높음,56,59,59,59
3855,닭날개간장구이,반찬류,60,60,낮음,73,59,59,59
3856,수박,후식류,91,0,높음,68,73,73,73
3857,배추김치,반찬류,70,0,높음,51,59,59,59
3858,김가루볶음밥,밥류,119,86,보통,70,81,81,81
3859,콩나물국,국/찌개류,200,172,낮음,53,52,52,52
3860,난,반찬류,23,23,낮음,56,59,59,59
3861,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3862,수박,후식류,80,80,낮음,68,73,73,73
3863,커리소스,반찬류,30,30,낮음,51,59,59,59
3864,배추김치,반찬류,60,50,낮음,51,59,59,59
3865,김가루볶음밥,밥류,112,0,높음,70,81,81,81
3866,콩나물국,국/찌개류,180,152,낮음,53,52,52,52
3867,난,반찬류,26,21,낮음,56,59,59,59
3868,닭날개간장구이,반찬류,60,8,높음,73,59,59,59
3869,수박,후식류,80,46,보통,68,73,73,73
3870,커리소스,반찬류,30,30,낮음,51,59,59,59
3871,배추김치,반찬류,50,40,낮음,51,59,59,59
3872,김가루볶음밥,밥류,125,119,낮음,70,81,81,81
3873,콩나물국,국/찌개류,209,143,보통,53,52,52,52
3874,난,반찬류,26,0,높음,56,59,59,59
3875,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3876,수박,후식류,80,0,높음,68,73,73,73
3877,커리소스,반찬류,30,0,높음,51,59,59,59
3878,배추김치,반찬류,60,55,낮음,51,59,59,59
3879,김가루볶음밥,밥류,125,0,높음,70,81,81,81
3880,콩나물국,국/찌개류,219,172,낮음,53,52,52,52
3881,난,반찬류,26,0,높음,56,59,59,59
3882,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3883,수박,후식류,80,0,높음,68,73,73,73
3884,커리소스,반찬류,30,0,높음,51,59,59,59
3885,배추김치,반찬류,60,50,낮음,51,59,59,59
3886,김가루볶음밥,밥류,125,0,높음,70,81,81,81
3887,콩나물국,국/찌개류,95,86,낮음,53,52,52,52
3888,난,반찬류,26,24,낮음,56,59,59,59
3889,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3890,수박,후식류,80,80,낮음,68,73,73,73
3891,커리소스,반찬류,30,30,낮음,51,59,59,59
3892,배추김치,반찬류,50,40,낮음,51,59,59,59
3893,김가루볶음밥,밥류,125,0,높음,70,81,81,81
3894,콩나물국,국/찌개류,200,10,높음,53,52,52,52
3895,난,반찬류,20,0,높음,56,59,59,59
3896,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3897,수박,후식류,80,0,높음,68,73,73,73
3898,커리소스,반찬류,30,0,높음,51,59,59,59
3899,배추김치,반찬류,50,0,높음,51,59,59,59
3900,김가루볶음밥,밥류,112,0,높음,70,81,81,81
3901,콩나물국,국/찌개류,209,95,보통,53,52,52,52
3902,난,반찬류,26,0,높음,56,59,59,59
3903,닭날개간장구이,반찬류,60,30,보통,73,59,59,59
3904,수박,후식류,80,0,높음,68,73,73,73
3905,커리소스,반찬류,30,0,높음,51,59,59,59
3906,배추김치,반찬류,40,10,높음,51,59,59,59
3907,김가루볶음밥,밥류,119,0,높음,70,81,81,81
3908,콩나물국,국/찌개류,209,0,높음,53,52,52,52
3909,난,반찬류,23,0,높음,56,59,59,59
3910,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3911,수박,후식류,91,0,높음,68,73,73,73
3912,배추김치,반찬류,60,0,높음,51,59,59,59
3913,김가루볶음밥,밥류,125,119,낮음,70,81,81,81
3914,콩나물국,국/찌개류,209,57,보통,53,52,52,52
3915,난,반찬류,26,13,보통,56,59,59,59
3916,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3917,수박,후식류,45,0,높음,68,73,73,73
3918,커리소스,반찬류,30,30,낮음,51,59,59,59
3919,배추김치,반찬류,80,80,낮음,51,59,59,59
3920,김가루볶음밥,밥류,122,20,높음,70,81,81,81
3921,난,반찬류,23,13,보통,56,59,59,59
3922,닭날개간장구이,반찬류,60,0,높음,73,59,59,59
3923,수박,후식류,80,80,낮음,68,73,73,73
3924,커리소스,반찬류,30,15,보통,51,59,59,59
3925,배추김치,반찬류,30,10,보통,51,59,59,59
3926,김가루볶음밥,밥류,119,60,보통,70,81,81,81
3927,난,반찬류,26,0,높음,56,59,59,59
